,acousticness,analysis_channels,analysis_sample_rate,artist,danceability,duration,duration_ms,end_of_fade_in,energy,instrumentalness,key,key_confidence,liveness,loudness,mode,mode_confidence,song,speechiness,start_of_fade_out,tempo,tempo_confidence,time_signature,time_signature_confidence,trackid,valence
282,0.0733,1,22050,Air Supply,0.382,221.69333,221693,2.83283,0.416,0.0,0,0.666,0.0719,-9.303,1,0.834,It's Not Easy,0.0302,206.91882,102.089,0.334,4,0.676,3TwtrR1yNLY1PMPsrGQpOp,0.125
283,0.907,1,22050,Air Supply,0.716,113.31918,113319,2.06077,0.0944,0.612,0,0.443,0.326,-24.538,0,0.523,It's Not Too Late,0.0981,105.16317,125.006,0.404,4,0.868,7hHQddGeKeeqQmvfIEi5T1,0.66
284,0.915,1,22050,Air Supply,0.285,230.8,230800,0.43383,0.466,0.117,6,0.887,0.0896,-9.769,1,0.874,I've Got Your Love,0.0314,218.0644,128.544,0.256,4,0.597,7nDTK5MVjvSinMXf0jqtVH,0.179
285,0.0903,1,22050,Air Supply,0.741,233.01333,233013,0.33601,0.608,0.000283,6,0.621,0.285,-17.353,0,0.599,Just Another Woman,0.0463,222.88834,135.359,1.0,4,0.982,62ZhoytsUZJmEw7V0uBILp,0.964
286,0.457,1,22050,Air Supply,0.479,125.09333,125093,0.0,0.416,1.72e-05,4,0.15,0.118,-11.451,0,0.324,Just As I Am,0.124,114.79365,79.593,0.166,4,0.752,1k1Bqnv2R0uJXQN4u6LKYt,0.514
287,0.0575,1,22050,Air Supply,0.806,542.24975,542250,0.0,0.421,0.878,0,0.304,0.11,-12.964,1,0.331,Just Between The Lines,0.0682,526.25705,124.004,0.917,4,0.994,0aV1DwwPfnp7WWqJ6tGHt3,0.103
288,0.000687,1,22050,Air Supply,0.641,251.21959,251220,0.16249,0.807,0.0,6,0.499,0.501,-4.531,1,0.47,Late Again,0.0658,251.21959,115.045,0.827,4,1.0,4Lso7hSqMQSbJq6Z8ZCGTg,0.536
289,0.858,1,22050,Air Supply,0.432,271.53333,271533,0.12707,0.179,0.53,10,0.438,0.167,-15.809,1,0.531,Love Comes To Me,0.0293,247.10095,80.313,0.057,4,0.703,3MOc0puAxqsugqGE1Y79YA,0.219
290,0.157,1,22050,Air Supply,0.487,305.10667,305107,0.37714,0.572,0.000354,5,0.25,0.112,-9.153,1,0.409,Love Conquers Time,0.0259,282.70875,99.604,0.22,4,1.0,2nLJPqS4Eqh1EfWOUtrFJw,0.269
291,0.26,1,22050,Air Supply,0.588,251.33333,251333,0.17433,0.642,2.37e-06,7,1.0,0.08,-6.986,1,0.956,Love Is All,0.0266,240.94186,130.36,0.519,4,0.979,19PJ75UGKjpBo0muDNyxPW,0.324
292,0.91,1,22050,Air Supply,0.102,113.05506,113055,1.34095,0.0255,0.919,7,0.858,0.114,-28.309,0,0.863,Love Is The Arrow,0.0422,106.74213,90.148,0.081,4,0.947,5LpxiOKvNIa6OroCIui254,0.0383
293,0.154,1,22050,Air Supply,0.759,227.57333,227573,4.93424,0.532,2.21e-06,1,0.55,0.105,-7.45,0,0.689,Make It Right,0.074,222.65615,146.037,0.569,4,0.973,75i46NeSscgcmzcWrs0GQK,0.701
294,0.202,1,22050,Air Supply,0.388,341.74667,341747,0.60367,0.72,0.000288,7,0.481,0.283,-5.541,1,0.519,Making Love Out Of Nothing At All,0.033,334.27447,141.283,0.25,4,1.0,01MXkFA8sL7at6txavDErt,0.554
295,0.641,1,22050,Air Supply,0.688,242.01497,242015,0.10449,0.72,0.0,0,0.862,0.332,-4.956,0,0.933,Miracles,0.0331,237.31374,121.089,0.642,4,0.976,1d8ric7942oDFudCTkWuyN,0.735
296,0.114,1,22050,Air Supply,0.603,231.57333,231573,2.30458,0.951,0.0,5,0.371,0.387,-5.646,1,0.411,More Than Natural,0.0597,226.66739,106.27,0.957,4,0.993,7miWl1InqOLk58kxK6npeo,0.591
297,0.0719,1,22050,Air Supply,0.748,240.52494,240525,0.0,0.422,6.02e-05,8,0.586,0.0598,-4.24,1,0.699,Mother Said,0.0296,235.8741,102.931,0.447,4,1.0,64KGmDyGoJSwN8nSe4N9j4,0.333
298,0.155,1,22050,Air Supply,0.512,170.8,170800,0.1859,0.762,0.0108,0,0.707,0.0874,-7.035,1,0.538,My Best Friend,0.0495,164.93134,118.894,0.677,4,1.0,4OKf7CcYuw5H2HptkcKxcP,0.553
299,0.411,1,22050,Air Supply,0.216,252.48018,252480,5.37542,0.53,0.0,0,0.549,0.0904,-6.2,1,0.623,My Hearts With You,0.0358,240.79673,182.398,0.182,3,0.365,3ASx0wMb0yNGiBahYGqoS1,0.167
300,0.159,1,22050,Air Supply,0.711,242.0,242000,0.21474,0.892,0.392,5,0.461,0.113,-7.767,1,0.297,News From Nowhere,0.0331,230.96308,117.029,0.958,4,0.689,6yX2t76G49o9l3CSz93QYa,0.802
301,0.764,1,22050,Air Supply,0.553,242.67868,242679,0.29914,0.614,0.0,1,0.665,0.0811,-5.098,1,0.559,Nothing's Gonna Change My Love For You,0.0306,230.0517,136.628,0.234,4,0.907,0vB4Vd6PtkJSEnWsmqATnZ,0.345
302,0.132,1,22050,Air Supply,0.575,281.32,281320,0.0,0.515,0.0,6,0.188,0.102,-7.325,1,0.501,Now And Forever,0.0324,265.11964,107.945,0.414,4,1.0,4zLOwx1yRJXWkHKt1XzF1p,0.0946
303,0.131,1,22050,Air Supply,0.711,215.93333,215933,0.0,0.602,0.0,7,0.806,0.0633,-5.698,1,0.547,O Come All Ye Faithful,0.0691,210.74431,110.947,0.836,4,1.0,4kZqBZ1cihUH8SoBZ3PBrd,0.823
304,0.0627,1,22050,Air Supply,0.695,221.67474,221675,5.24771,0.688,0.0327,1,0.662,0.114,-7.055,0,0.549,Old Habits Die Hard,0.126,219.35891,173.949,0.516,4,1.0,4t5Kh63jqmLziFH9ez6UGo,0.641
305,0.0014,1,22050,Air Supply,0.492,157.33333,157333,0.35351,0.969,1.32e-06,9,0.725,0.0787,-4.419,1,0.643,One Step Closer,0.0491,153.76254,95.136,0.332,4,1.0,3K4HG9evC7dg3N0R9cYqk4,0.538
306,0.518,1,22050,Air Supply,0.771,271.41333,271413,0.638,0.752,1.25e-05,11,0.786,0.062,-7.172,1,0.673,Only One Forever,0.168,261.43347,123.984,0.852,4,0.896,33TMVK4uZCeaogo0LWlD3n,0.473
307,0.00277,1,22050,Air Supply,0.677,193.09333,193093,0.3283,0.52,0.0,4,0.143,0.0532,-6.255,0,0.307,Peaches And Cream,0.334,171.36907,203.862,0.261,4,1.0,2SLZ2rX5773RS16mcqBxG7,0.768
308,0.254,1,22050,Air Supply,0.803,212.44,212440,0.0,0.748,0.00212,2,0.366,0.113,-5.221,1,0.542,Ready For You,0.0314,201.94395,116.532,0.906,4,1.0,3D15FZXmjfna7aFfKmEajd,0.752
309,0.0317,1,22050,Air Supply,0.54,185.49333,185493,2.68771,0.434,0.0145,4,0.662,0.921,-16.707,0,0.903,Secret Agent,0.0476,178.56145,163.124,0.753,4,1.0,2BlaUfBTbWG50DoZHBD1uV,0.929
310,0.00462,1,22050,Air Supply,0.667,348.57143,348571,0.0,0.773,2.64e-05,2,0.607,0.15,-2.263,1,0.625,Shadow Of The Sun,0.0505,342.27374,125.973,0.78,4,0.967,6wDPn9E6hYBsMiCNkE4Wuo,0.285
311,0.864,1,22050,Air Supply,0.505,205.70667,205707,0.43501,0.157,3e-06,4,0.842,0.116,-15.524,1,0.83,She Never Heard Me Call,0.0334,198.10685,115.348,0.22,4,1.0,5B6bFHXb9fbdeYXa8LeqT8,0.135
312,0.403,1,22050,Air Supply,0.528,181.26667,181267,0.15678,0.772,2.52e-06,2,0.108,0.316,-7.013,1,0.056,Sleigh Ride,0.0288,170.79438,91.735,0.222,4,0.904,5ASM6Qjiav2xPe7gRkQMsQ,0.852
313,0.161,1,22050,Air Supply,0.55,205.46331,205463,0.21655,0.415,0.0,9,0.273,0.108,-6.557,0,0.455,Someone,0.052,196.6498,172.065,0.0,4,0.879,2JqnpexlO9dmvjUMCaLCLJ,0.274
314,0.429,1,22050,Air Supply,0.636,251.81333,251813,0.32522,0.617,0.0,0,0.814,0.135,-6.538,1,0.574,Someone Who Believes In You,0.0267,243.46122,121.958,0.723,4,1.0,74dHIXyfyLkfjjS6R0zVmk,0.335
315,0.595,1,22050,Air Supply,0.515,169.73333,169733,2.48454,0.976,0.000952,1,0.722,0.0835,-4.178,0,0.722,Speaking Of Love,0.123,163.10857,147.693,0.351,4,1.0,7bUrudG40BOEGglkNtU1h3,0.64
316,0.698,1,22050,Air Supply,0.65,288.84113,288841,0.35465,0.432,0.0,7,0.387,0.116,-7.955,1,0.532,Spirit Of Love,0.0254,279.67855,144.018,0.337,4,0.936,6OltGZHJ0tfl0sXKo9bn4D,0.371
317,0.475,1,22050,Air Supply,0.593,222.32,222320,0.0,0.618,1.59e-05,2,0.39,0.16,-7.915,1,0.585,Stars In Your Eyes,0.0473,212.50322,142.511,0.864,4,1.0,0U6r8WFZkQBUHu6PxbssIc,0.865
318,0.0624,1,22050,Air Supply,0.621,159.48,159480,0.11587,0.823,0.0788,2,0.885,0.0273,-8.958,1,0.789,Stop The Tears,0.0493,148.82249,167.786,0.69,4,1.0,3kxT1j8Q7BgRuuz85NZwav,0.964
319,0.235,1,22050,Air Supply,0.591,232.33166,232332,0.14522,0.684,9.36e-05,10,0.356,0.153,-8.54,1,0.508,Strangers In Love,0.0328,223.03347,117.98,0.72,4,1.0,7DFwXMZChrVEPEJWqNCn6r,0.436
320,0.148,1,22050,Air Supply,0.703,128.45333,128453,0.15116,0.669,0.0183,8,0.013,0.346,-6.698,1,0.361,Strong Strong Wind,0.03,128.45334,101.0,0.107,4,1.0,3gbBbghO2EPcfBpeymDFeT,0.371
321,0.0958,1,22050,Air Supply,0.402,262.73333,262733,0.1995,0.499,0.0,4,0.611,0.304,-10.261,1,0.605,Stronger Than The Night,0.0279,238.11483,74.774,0.125,4,0.997,5LpMlrvoSZkVrEVridNgfE,0.346
322,0.185,1,22050,Air Supply,0.472,216.09347,216093,0.06948,0.884,0.0,9,0.58,0.178,-2.306,1,0.567,Sunset,0.0584,207.2439,159.96,0.753,4,1.0,53yTYusPQJ1AApL1hi0Dnc,0.718
323,0.00183,1,22050,Air Supply,0.239,171.70667,171707,0.14512,0.977,0.00439,2,0.069,0.338,-4.058,1,0.24,Swear To Your Heart,0.184,162.85315,167.088,0.795,4,1.0,76THlYdshhontd0ETAGaA7,0.576
324,0.227,1,22050,Air Supply,0.692,216.93333,216933,0.55823,0.711,0.0,0,0.535,0.12,-7.498,0,0.642,Sweet Dreams,0.0317,198.96599,125.135,0.86,4,1.0,1TfqLAPs4K3s2rJMoCokcS,0.875
325,0.956,1,22050,Air Supply,0.176,161.37333,161373,0.40644,0.153,0.00012,0,0.661,0.158,-15.969,1,0.801,The First Noel,0.0365,156.69406,84.741,0.157,1,0.559,6keKIzkXWdbwJWMBJQUwYl,0.157
326,0.0108,1,22050,Air Supply,0.511,196.02667,196027,0.0,0.622,4.51e-06,2,0.599,0.127,-5.727,1,0.664,Tonite,0.0242,180.40744,99.934,0.217,4,0.991,0DRvClQbN9znQ295sx76VC,0.425
327,0.668,1,22050,Air Supply,0.65,248.89333,248893,0.0,0.458,1.33e-05,7,0.735,0.101,-8.906,1,0.829,Too Sentimental,0.0329,241.02313,103.991,0.688,4,0.825,6JXgVDHajsdfltWR63qW9M,0.444
328,0.195,1,22050,Air Supply,0.435,269.78667,269787,0.34821,0.658,0.0,8,0.43,0.102,-8.179,1,0.479,Total Eclipse Of The Heart,0.0661,253.42259,130.276,0.32,4,0.959,5prTs2HAw2G4idHZyeFp8o,0.184
329,0.00909,1,22050,Air Supply,0.71,172.01333,172013,0.0,0.805,0.0,1,0.71,0.141,-5.471,1,0.661,We The People,0.0637,172.01334,92.601,0.827,4,1.0,3wUX7HpXS382s1DHTRouVk,0.897
330,0.828,1,22050,Air Supply,0.592,144.25333,144253,0.41424,0.23,0.0,10,0.278,0.12,-13.603,1,0.293,Winter Wonderland,0.0511,140.3298,126.655,0.182,4,0.962,2IuUMx3uxxJAHcH41aYtn0,0.537
331,0.0554,1,22050,Aiza Seguerra,0.6,230.97333,230973,0.20163,0.577,0.000109,9,0.718,0.0955,-8.037,1,0.658,Fool Til The End,0.0545,219.41116,116.029,0.205,4,0.971,1Jomw2jVjQgzOm0t287tdO,0.533
332,0.000138,1,22050,Aiza Seguerra,0.547,243.93333,243933,0.29628,0.966,0.000659,11,0.58,0.312,-3.839,1,0.507,Friend Of Mine,0.0452,229.84272,114.053,0.875,4,1.0,4QK4pMWEwlXxwg1zp08xpl,0.532
333,0.872,1,22050,Aiza Seguerra,0.513,217.49551,217496,0.11959,0.168,1.61e-06,11,0.386,0.106,-11.501,1,0.435,Huwag Mong Iwan Ang Puso,0.0382,208.74739,143.505,0.215,4,0.846,6ktsAxa7jj6B0l6AKmGGAr,0.367
334,0.28,1,22050,Aiza Seguerra,0.335,254.11764,254118,1.0566,0.363,0.0075,2,0.584,0.133,-10.646,1,0.897,I See You Lord,0.0305,250.22984,169.888,0.133,3,0.867,7rmKpQ08Ibgk1clEVWgteP,0.12
335,0.1,1,22050,Aiza Seguerra,0.715,130.92902,130929,0.0,0.617,3.62e-06,11,0.547,0.186,-5.558,0,0.514,If,0.242,124.67374,176.108,0.578,4,1.0,2uMTscYuCT3BZ0OCzH3MwN,0.289
336,0.00966,1,22050,Aiza Seguerra,0.589,203.88,203880,4.68463,0.819,0.00136,2,0.597,0.24,-6.385,1,0.777,If We Try,0.0376,198.73959,125.975,0.852,4,0.77,4XFERj1ZN9fknrjMTkDOU6,0.403
337,0.621,1,22050,Aiza Seguerra,0.376,202.17333,202173,0.7888,0.381,0.00652,9,0.418,0.0929,-14.507,1,0.408,Ikaw Ang Aking Mahal,0.0301,190.43265,169.002,0.252,4,1.0,063F79b26vkNzeFZdWNREw,0.684
338,0.624,1,22050,Aiza Seguerra,0.554,304.85333,304853,0.75474,0.36,4.76e-06,1,0.655,0.129,-11.553,1,0.545,Ikaw Na Ang Bahala: Panalangin,0.0269,295.89769,136.906,0.532,4,0.939,5lA2wqqmZjrmuXt8eOEMmg,0.251
339,0.358,1,22050,Aiza Seguerra,0.507,170.06667,170067,0.34966,0.627,0.00167,5,0.0,0.0434,-9.439,1,0.0,Laughter In The Rain,0.0241,154.58685,101.023,0.094,4,0.938,2ozTcQyZQmm9tSmc4VZfwU,0.95
340,0.146,1,22050,Aiza Seguerra,0.688,186.04213,186042,0.29624,0.425,0.0,11,0.159,0.447,-6.394,0,0.388,Open Arms,0.0851,183.07193,139.794,0.194,4,0.356,2jHDXNIbElEsxxPQ0EVspA,0.211
341,0.753,1,22050,Aiza Seguerra,0.644,275.68,275680,1.25964,0.264,2.76e-06,7,0.384,0.114,-13.484,1,0.532,Pakisabi Na Lang,0.0333,261.2361,120.068,0.637,4,0.994,7exGLr8hDtRJYRN170KT7i,0.258
342,0.653,1,22050,Aiza Seguerra,0.593,114.10667,114107,0.12766,0.613,0.0,6,0.73,0.15,-6.01,1,0.56,Put A Little Love In Your Heart,0.0469,107.65351,123.024,0.516,4,0.995,5k1DdUo8o4SxAW7PeBkCw6,0.604
343,0.918,1,22050,Aiza Seguerra,0.423,251.02667,251027,0.0,0.195,4.42e-06,10,0.986,0.119,-10.715,1,0.652,Sa Ugoy Ng Duyan,0.0324,247.87302,148.44,0.254,4,0.628,02zFarr7kA8lEYr6jG1ShM,0.322
344,0.0223,1,22050,Aiza Seguerra,0.702,203.76,203760,0.24984,0.635,0.0,11,0.354,0.283,-6.917,0,0.559,Sorry,0.265,191.61107,144.004,0.08,4,1.0,3Du2K5dLzmduCNp6uwuaL0,0.873
345,0.0746,1,22050,Alabama,0.454,242.2,242200,7.07048,0.839,0.0,3,0.673,0.279,-5.368,1,0.696,Calling All Angels,0.0441,224.89687,166.166,0.016,4,1.0,0E29BKKGCJHcb7b9oIWgGB,0.529
346,0.547,1,22050,Alabama,0.529,155.04,155040,0.22744,0.526,5.05e-06,9,0.448,0.0919,-8.558,1,0.486,Can't Keep A Good Man Down,0.0358,146.48889,185.54,0.09,4,1.0,1jiPr7HWvKUTpFDxtBFAWx,0.925
347,0.488,1,22050,Alabama,0.444,213.81333,213813,0.32526,0.358,6.08e-05,2,0.806,0.091,-8.484,1,0.897,Christmas In Dixie,0.0304,204.20209,175.022,0.122,4,0.92,4fv9HM6Uefi8RCkz2ZK0Ia,0.377
348,0.236,1,22050,Alabama,0.547,203.49333,203493,0.0,0.622,1.72e-06,2,0.925,0.148,-9.524,1,0.693,Christmas In Your Arms,0.0303,191.00735,162.826,0.415,4,0.904,1cleUG5o9N1orG46EpWa9b,0.751
349,0.1,1,22050,Alabama,0.563,212.78667,212787,3.09406,0.93,0.0,11,0.72,0.27,-3.441,1,0.499,Christmas Is Love,0.0929,205.36889,180.017,0.17,4,0.96,25tkPPlBrYCXkSIAASibtL,0.826
350,0.689,1,22050,Alabama,0.438,291.2,291200,0.73147,0.386,0.0,4,0.531,0.113,-10.024,1,0.55,Christmas Shoes,0.034,279.75401,131.926,0.346,4,0.922,2P950p6RQQxCROYYZGjcBr,0.281
351,0.644,1,22050,Alabama,0.529,213.78667,213787,2.25234,0.547,0.0,6,0.942,0.9,-7.916,1,0.746,Church In The Wildwood,0.024,205.71719,81.726,0.405,4,0.929,0juNdpMwOlOEC7EwTypDiR,0.673
352,0.00966,1,22050,Alabama,0.632,202.0,202000,0.28422,0.792,9.44e-06,8,0.829,0.0178,-7.304,1,0.702,Clear Across America Tonight,0.0283,186.57814,129.982,0.925,4,1.0,7eWHbvlL72M4mBf8jxoV0q,0.688
353,0.672,1,22050,Alabama,0.649,246.33333,246333,0.4283,0.184,0.0093,2,0.598,0.307,-16.845,1,0.648,Clear Water Blues,0.0291,222.06404,70.229,0.331,4,0.949,4MtlEy7wbtu9kr7fPWuQvD,0.174
354,0.228,1,22050,Alabama,0.556,213.13333,213133,0.2381,0.296,0.0,7,0.745,0.142,-14.622,1,0.708,Close Enough To Perfect,0.0277,207.10458,135.511,0.095,4,1.0,2NOFnktXad6i6R3V75ywjz,0.441
355,0.28,1,22050,Alabama,0.701,210.42667,210427,0.4122,0.442,6.37e-06,9,0.183,0.103,-12.956,0,0.339,Country Side Of Life,0.0807,201.59565,89.581,0.43,4,1.0,2qQusZC1YyZSLzhkffY9IG,0.794
356,0.275,1,22050,Alabama,0.777,284.02667,284027,0.47592,0.599,1.75e-05,9,0.635,0.126,-7.506,1,0.493,"Dancin', Shaggin' On The Boulevard",0.0248,268.07438,102.892,0.143,4,1.0,4HsGYQ7IvmE2obXaK6iyxB,0.859
357,0.469,1,22050,Alabama,0.612,214.01333,214013,0.15678,0.587,1.87e-06,6,0.675,0.0346,-5.242,0,0.697,Dixie Boy,0.0301,209.61814,96.044,0.0,3,0.952,0RGTildlkeswZw6pvlq7HK,0.391
358,0.772,1,22050,Alabama,0.583,203.93333,203933,0.0,0.374,0.0,4,0.823,0.689,-15.529,1,0.591,Dixie Fire,0.189,203.93333,96.034,0.533,4,0.936,699bUQW10FSVC3aZD1JUpq,0.686
359,0.208,1,22050,Alabama,0.464,236.42667,236427,0.21469,0.405,1.1e-05,7,0.342,0.0611,-12.538,1,0.552,Dixieland Delight,0.033,228.71075,95.852,0.394,4,0.853,1hh3iFX5vVsiD9LMwUlQeh,0.514
360,0.805,1,22050,Alabama,0.588,174.24,174240,0.37098,0.516,0.872,7,0.0,0.116,-7.209,0,0.143,Down By The Riverside,0.0414,169.17478,179.474,0.046,4,0.909,1BHMpKJngIU4iWpzZIj7hm,0.86
361,0.128,1,22050,Alabama,0.59,190.8268,190827,0.26694,0.779,1.81e-06,11,0.497,0.104,-5.044,1,0.523,Down Home,0.0389,181.40009,105.019,0.656,4,1.0,4rCj2HhRPVjV9Z4qUk7TuM,0.534
362,0.155,1,22050,Alabama,0.693,249.84,249840,0.86748,0.152,0.0,1,0.199,0.0985,-17.629,0,0.438,Down On Longboat Key,0.0313,240.62259,93.74,0.092,4,1.0,1yj0xAlX4aV5fEmWugUxYW,0.373
363,0.127,1,22050,Alabama,0.436,268.82667,268827,0.0,0.417,0.0541,0,0.555,0.112,-8.883,1,0.501,Down On The River,0.0254,258.4439,148.33,0.198,4,1.0,2zMXaBISwWgCM7zvYmk2h4,0.573
364,0.0461,1,22050,Alabama,0.681,214.13442,214134,0.0,0.736,2.68e-05,3,0.264,0.078,-6.485,0,0.324,Down This Road,0.0437,209.35692,150.638,0.164,5,0.569,5kpLMABZF8rvN8UlPxMI4Q,0.507
365,0.0963,1,22050,Alabama,0.646,238.09333,238093,0.19175,0.527,0.000168,0,1.0,0.0917,-8.962,1,0.869,Fallin' Again,0.0269,225.79084,119.933,0.749,4,0.965,7D9O6IuoaITBiDuyatHMAR,0.547
366,0.0162,1,22050,Alabama,0.543,292.09333,292093,0.0,0.915,0.0,0,0.392,0.744,-4.746,0,0.444,Fantasy,0.113,285.57061,153.998,0.242,4,0.952,2gZUPNdnz5Y45eiGxpHGSc,0.577
367,0.00244,1,22050,Alabama,0.571,231.33868,231339,0.0,0.666,6.74e-06,7,0.0,0.105,-7.133,0,0.215,Feels So Right,0.0429,228.25215,139.957,0.459,4,0.97,0IslcHOG0XVYTekYD9HNXk,0.198
368,0.00172,1,22050,Alabama,0.542,203.34667,203347,0.13855,0.905,0.0104,9,0.0,0.136,-5.653,1,0.025,Fire On Fire,0.054,200.77134,153.398,0.245,4,1.0,0ntQJM78wzOLVeCUAW7Y45,0.374
369,0.48,1,22050,Alabama,0.649,313.28,313280,0.33506,0.759,0.0,0,0.123,0.151,-6.483,1,0.349,Fireworks,0.342,304.45424,92.067,0.27,4,0.985,73tgFzBug5Ifk1Retdtwk7,0.527
370,0.0437,1,22050,Alabama,0.67,218.26667,218267,1.25578,0.921,3.54e-05,9,0.709,0.345,-7.154,1,0.58,Five O'clock 500,0.0449,202.54186,115.983,1.0,4,0.51,7a7EKVBc17MuLqhaLyC99A,0.733
371,0.157,1,22050,Alabama,0.724,241.14667,241147,0.88993,0.317,1.21e-06,2,0.845,0.0807,-20.662,1,0.829,Food On The Table,0.0303,229.04163,106.247,0.917,4,0.908,4SWJ1VwA9AGUWQQsFsnoES,0.765
372,0.692,1,22050,Alabama,0.401,215.24,215240,0.19587,0.153,2.03e-05,3,0.502,0.0738,-14.788,1,0.663,Forever's As Far As I'll Go,0.028,195.12308,135.057,0.073,4,0.404,4X0D00B3dGv60n15ijOi9h,0.0792
373,0.273,1,22050,Alabama,0.604,255.88594,255886,0.22639,0.507,2.27e-06,0,0.581,0.0943,-7.928,1,0.548,Getting Over You,0.0382,235.53741,91.984,0.4,4,1.0,4G4gtvlaFaI6v6wWD8UvqL,0.114
374,0.0968,1,22050,Alabama,0.73,210.13333,210133,0.0,0.612,0.0,8,0.844,0.12,-7.788,1,0.786,Give Me One More Shot,0.0276,202.18776,131.301,0.881,4,0.974,15TjJisfYOblaaFqqnWqek,0.861
375,0.44,1,22050,Alabama,0.468,243.49333,243493,0.0,0.535,0.0,10,0.666,0.101,-8.264,1,0.578,God Must Have Spent A Little More Time On You,0.0436,231.41587,168.001,0.163,4,1.0,72otaqywVqwyXaCjk75JKm,0.294
376,0.175,1,22050,Alabama,0.402,189.58621,189586,1.09252,0.951,4.1e-05,9,0.725,0.3,-4.079,1,0.56,Gonna Have A Party,0.0482,185.46939,174.075,0.521,4,0.965,44Ap2Ky654T2CMtZXulAWi,0.571
377,0.349,1,22050,Alabama,0.511,239.83578,239836,0.07537,0.566,0.0,6,0.161,0.34,-7.23,0,0.388,Goodbye,0.2,226.81832,83.903,0.127,4,1.0,0s3nnoMeVWz3989MkNQiRf,0.218
378,0.218,1,22050,Alabama,0.786,225.37333,225373,0.21832,0.418,0.000158,9,0.12,0.134,-11.115,1,0.492,Green River,0.0432,216.30549,119.101,0.773,4,1.0,62r1CS9zL1FL5Ilb7hLX7n,0.94
379,0.374,1,22050,Alabama,0.567,196.16,196160,0.06989,0.875,8.23e-06,9,0.525,0.34,-7.63,1,0.501,Gulf Of Mexico,0.0378,185.66676,151.281,0.526,4,1.0,5BC5fjwFoYfTadGJ6NDgdP,0.967
380,0.203,1,22050,Alabama,0.547,163.6,163600,2.72254,0.899,0.0,2,0.628,0.11,-6.907,1,0.669,Hangin' Round The Mistletoe,0.111,159.70104,149.051,0.814,4,0.977,69I5CrMiTdU3IyAX4AtiCu,0.861
381,0.459,1,22050,Alabama,0.747,135.46667,135467,0.36218,0.642,1.23e-05,2,0.884,0.13,-8.441,1,0.783,Hanging Up My Travelin' Shoes,0.0485,123.94231,115.036,0.819,4,1.0,4urrQ4nl2QnpR0y7OAND5P,0.895
382,0.493,1,22050,Alabama,0.617,152.32,152320,0.3541,0.326,0.0,9,0.828,0.667,-13.375,1,0.763,Happy Birthday Jesus,0.0784,139.00626,78.23,0.411,3,0.427,0YrkJyofha1JOEmpKW565z,0.541
383,0.103,1,22050,Alabama,0.642,255.30667,255307,1.57342,0.939,0.0,5,0.389,0.881,-3.967,1,0.265,Happy Holidays,0.0463,247.64082,105.003,0.92,4,1.0,4v9WbaxW8HdjqfUiWYWsII,0.756
384,1.25e-05,1,22050,Alabama,0.515,218.56,218560,0.38816,0.857,0.0954,5,0.029,0.486,-4.582,1,0.358,Hats Off,0.0511,213.67002,92.028,0.611,4,1.0,6sREV6MpLHTqcOmBK5mvYF,0.669
385,0.444,1,22050,Alabama,0.484,193.4,193400,0.11093,0.713,3.34e-06,1,0.608,0.282,-8.871,1,0.582,Heartbreak Express,0.112,178.35247,164.768,0.821,4,1.0,2a14lR4cUUsKc06x41rbpq,0.761
386,0.616,1,22050,Alabama,0.311,233.93333,233933,0.0,0.275,0.0,7,0.0,0.81,-12.768,1,0.419,Here We Are,0.0341,231.25333,75.862,0.137,4,0.319,7CedHGdXcOX0LJwa2W3eak,0.183
387,0.114,1,22050,Alabama,0.629,294.78667,294787,0.0,0.604,3.98e-06,10,0.467,0.082,-5.639,0,0.53,Hey Baby,0.294,291.41624,184.909,0.311,4,1.0,5mWaxl8KzwAop3kfNNyNZX,0.627
388,0.423,1,22050,Alabama,0.661,180.32,180320,0.20503,0.581,0.0,5,0.567,0.11,-9.67,1,0.564,High Cotton,0.032,174.318,91.11,0.046,4,0.645,2KEu2z1f7TakR3KY4jGLzl,0.863
389,0.855,1,22050,Alabama,0.194,259.28,259280,0.10399,0.229,0.0,6,0.578,0.0947,-14.106,1,0.673,His Eye Is On The Sparrow,0.0306,245.38848,88.751,0.044,3,0.798,74Il2Mg6DY2UfhT1J12oPK,0.256
390,0.127,1,22050,Alabama,0.839,167.10023,167100,0.15066,0.389,0.0,5,0.403,0.0553,-11.904,1,0.4,Hollywood,0.525,167.10022,161.985,0.216,4,0.982,2pJR7s2QDp2qyArMHjSlQV,0.722
391,0.386,1,22050,Alabama,0.81,172.0,172000,0.31224,0.481,3.39e-05,5,0.718,0.0546,-15.793,1,0.563,I Ain't Got No Business Doin',0.0903,164.7746,106.908,0.855,4,1.0,3gn7HRlXKQJlDMiCpBGnsy,0.961
392,0.239,1,22050,Alabama,0.645,194.85333,194853,0.39841,0.473,0.0,10,1.0,0.101,-8.439,1,0.816,I Love You Enough To Let You Go,0.0246,186.95546,97.823,0.264,4,0.977,4BFNUYX0hD9tHYt8KzetZe,0.537
393,0.0571,1,22050,Alabama,0.631,257.36,257360,2.00853,0.553,0.0,7,0.593,0.331,-8.466,1,0.739,I Write A Little,0.0277,244.08236,111.979,0.703,4,1.0,7CbqcUHmOcHAwSAT2qV76K,0.328
