,acousticness,analysis_channels,analysis_sample_rate,artist,danceability,duration,duration_ms,end_of_fade_in,energy,instrumentalness,key,key_confidence,liveness,loudness,mode,mode_confidence,song,speechiness,start_of_fade_out,tempo,tempo_confidence,time_signature,time_signature_confidence,trackid,valence
432,0.381,1,22050,Alan Parsons Project,0.579,232.02667,232027,0.0,0.861,0.0134,2,0.74,0.422,-5.47,1,0.593,I'd Rather Be A Man,0.0382,229.44218,140.238,0.366,4,1.0,7DO25cjWlLr7bKfLLhi5L4,0.727
433,0.128,1,22050,Alan Parsons Project,0.606,300.18667,300187,0.0,0.653,0.000418,10,0.208,0.115,-9.604,1,0.382,May Be A Price To Pay,0.0315,289.90113,110.342,0.671,4,0.969,2fItqNfO1O5iBI4Jg2EXyR,0.31
434,0.000174,1,22050,Alan Parsons Project,0.578,169.00363,169004,0.06735,0.889,0.73,6,0.761,0.0984,-9.708,1,0.597,Mr. Time,0.0348,165.98204,140.986,1.0,4,0.815,3XxpR8oXqq5Km5X4LlS0pi,0.868
435,0.012,1,22050,Alan Parsons Project,0.407,243.57333,243573,0.23007,0.896,0.0,6,0.634,0.196,-2.935,1,0.65,So Far Away,0.063,237.30794,138.697,0.651,3,1.0,6FOpPA0a80RuBqqgDozvja,0.156
436,0.847,1,22050,Alan Parsons Project,0.495,163.96,163960,0.0,0.22,1.4e-06,5,0.761,0.0957,-11.16,1,0.674,Somebody Out There,0.0355,152.19519,126.618,0.688,4,0.889,5XY2CyLE68jlt7nNj5ygVh,0.345
437,0.0504,1,22050,Alan Parsons Project,0.571,170.17333,170173,0.44952,0.633,1.64e-06,0,0.838,0.171,-12.942,1,0.705,Take The Money And Run,0.0475,157.96535,98.412,0.541,4,0.993,1ZhrREyOOeFV6TxDOyiPwu,0.857
438,0.73,1,22050,Alan Parsons Project,0.357,273.50667,273507,0.41252,0.322,0.00119,0,0.699,0.665,-12.912,0,0.58,The Cask Of Amontillado,0.0376,273.50665,122.449,0.327,4,0.715,3Kw53Y4LTcsEIN6eTB6CnY,0.19
439,0.799,1,22050,Alan Parsons Project,0.554,262.33333,262333,0.0,0.186,0.0,10,0.355,0.149,-10.468,0,0.404,The Eagle Will Rise Again,0.0271,253.23683,82.728,0.031,4,1.0,34hgfKMZNmdoSEqWg9JH9a,0.119
440,0.146,1,22050,Alan Parsons Project,0.171,264.7619,264762,0.9229,0.448,0.000258,3,0.499,0.115,-10.388,0,0.569,The Raven,0.0468,251.04834,187.15,0.018,3,1.0,4kH98W7Wqeycg6CzrrX8JP,0.132
441,0.134,1,22050,Alan Parsons Project,0.286,343.93333,343933,3.32045,0.5,4.57e-05,1,0.595,0.108,-14.281,0,0.599,The Real World,0.0357,321.44544,99.162,0.139,4,1.0,78FHUZRbFDCG6VkRAQdFLm,0.443
442,0.623,1,22050,Alan Parsons Project,0.659,158.42667,158427,0.33238,0.585,0.000213,7,0.092,0.348,-8.189,1,0.507,The Ring,0.0288,149.43202,104.111,0.448,4,1.0,6YffUZJ2R06kyxyK6onezL,0.784
443,0.601,1,22050,Alan Parsons Project,0.551,325.21868,325219,0.0,0.332,2.87e-06,10,0.345,0.092,-12.367,1,0.458,The Same Old Sun,0.024,296.91356,81.076,0.234,4,0.986,7kd3xzbfBDn2TOEVminXzY,0.288
444,0.349,1,22050,Alan Parsons Project,0.408,260.85297,260853,0.0,0.713,0.0,10,0.564,0.137,-7.618,1,0.559,(The System Of) Doctor Tarr And Professor Fether,0.0372,245.2956,170.16,0.026,4,1.0,1xcz6uFDP8uMJwN2mkm0Uv,0.659
445,0.107,1,22050,Alan Parsons Project,0.524,278.73333,278733,0.10444,0.482,0.026,0,0.624,0.0774,-11.367,0,0.661,The Tell-Tale Heart,0.0374,274.67465,124.65,0.561,4,0.914,4XrIqxRgCF4nUfvpt4sMHs,0.209
446,0.207,1,22050,Alan Parsons Project,0.723,263.10667,263107,0.0,0.683,4.25e-06,11,0.769,0.133,-10.517,0,0.771,The Turn Of A Friendly Card,0.0349,247.32735,132.023,0.887,4,1.0,2gQsUHVFY4tpXc3AFU2mcS,0.693
447,0.616,1,22050,Alan Parsons Project,0.482,164.68,164680,0.15061,0.285,0.0,2,0.772,0.67,-12.0,0,0.816,The Turn Of A Friendly Card (Part 1),0.0325,153.9541,176.626,0.168,4,1.0,4E6SMz8ioJ2jj8uQrULqWM,0.485
448,0.616,1,22050,Alan Parsons Project,0.482,164.68,164680,0.15061,0.285,0.0,2,0.772,0.67,-12.0,0,0.816,The Turn Of A Friendly Card (Part One),0.0325,153.9541,176.626,0.168,4,1.0,4E6SMz8ioJ2jj8uQrULqWM,0.485
449,0.0111,1,22050,Alan Parsons Project,0.722,201.16,201160,0.09297,0.758,0.0,11,0.814,0.308,-4.477,0,0.645,The Voice,0.0471,198.99501,128.047,0.806,4,1.0,7LcfRTgAVTs5pQGEQgUEzN,0.62
450,0.0111,1,22050,Alan Parsons Project,0.792,249.02667,249027,0.0,0.728,0.0,11,1.0,0.0615,-7.34,0,0.966,There But For The Grace Of God,0.087,249.02667,126.912,0.979,4,0.868,2Ic9Ka4YWWlJaqcnWOOir3,0.733
451,0.0438,1,22050,Alan Parsons Project,0.785,182.72327,182723,0.0,0.495,0.0,8,0.583,0.218,-8.823,1,0.64,Time,0.586,179.59474,95.879,0.384,4,1.0,1Szfm2XAx3Kgl55dyl8sTU,0.342
452,0.108,1,22050,Alan Parsons Project,0.422,210.09333,210093,4.92263,0.617,2.22e-05,5,0.481,0.52,-7.534,1,0.397,We Play The Game,0.0307,196.82395,78.671,0.054,4,0.784,5EeaWQ1KiWOTvZMgcpzlWc,0.31
453,0.919,1,22050,Aled Jones,0.191,219.38667,219387,0.35995,0.226,6.86e-06,0,0.834,0.0763,-13.633,1,0.814,Make Me A Channel Of Your Peace,0.0378,208.73578,82.297,0.025,3,0.402,2qfF8mxlGHAzbXLTTDhyBV,0.154
454,0.706,1,22050,Aled Jones,0.353,257.84213,257842,0.0,0.404,0.249,7,0.856,0.112,-12.088,0,0.763,Walking In The Air,0.0329,250.1776,172.072,0.141,4,1.0,0TPoPWvaSaHEuEaDHyEMKf,0.0687
455,0.921,1,22050,Alice Cooper,0.66,95.88,95880,0.18567,0.459,0.986,2,0.306,0.179,-10.175,1,0.482,Apple Bush,0.0457,87.25478,111.077,0.946,4,0.447,2VUfemkzNlv51LtnZLiPKf,0.947
456,0.326,1,22050,Alice Cooper,0.437,393.4,393400,0.0,0.353,0.00453,4,0.294,0.166,-15.153,0,0.387,Ballad Of Dwight Fry,0.0295,388.87619,88.304,0.0,4,0.879,4N3b1B11w5eHniaNpdrbBj,0.354
457,0.00129,1,22050,Alice Cooper,0.669,240.26667,240267,0.0,0.941,4.3e-06,1,0.676,0.886,-5.765,0,0.601,Be My Lover,0.0313,235.63029,134.809,0.762,4,1.0,7FoUzKTSQp25oe32pY9z5p,0.841
458,0.101,1,22050,Alice Cooper,0.615,158.2,158200,0.382,0.688,0.0,7,0.594,0.165,-7.877,1,0.715,Be With You Awhile,0.0295,151.29542,132.999,0.833,4,1.0,7hN1KFziTUOCIj6XavvrtT,0.961
459,0.815,1,22050,Alice Cooper,0.584,403.69333,403693,0.0,0.387,0.182,7,0.249,0.112,-12.666,0,0.49,Blue Turk,0.0397,399.64444,113.257,0.275,4,0.897,3cYHFvUYDVY9loQQ0LalJc,0.443
460,0.699,1,22050,Alice Cooper,0.27,183.90667,183907,0.48757,0.644,0.00119,2,0.506,0.0849,-11.818,1,0.585,"Changing, Arranging",0.0614,177.62685,121.036,0.167,4,0.883,3h79d0qUCbIp5xlg4HNJqj,0.274
461,0.0553,1,22050,Alice Cooper,0.685,171.13333,171133,0.1815,0.728,2.25e-06,7,0.612,0.0801,-8.987,1,0.552,Clones (We're All),0.0371,162.73125,121.882,0.884,4,1.0,5ikKQMNDzPRPLTXRWemIAc,0.899
462,0.609,1,22050,Alice Cooper,0.751,227.54336,227543,0.15138,0.552,4.47e-06,7,0.864,0.106,-7.631,1,0.836,Crawlin',0.031,214.91229,131.161,0.841,4,0.338,2jg57tRDBe14lg7Df8K0TA,0.961
463,0.0138,1,22050,Alice Cooper,0.297,193.38331,193383,0.0,0.862,0.0,7,0.25,0.281,-4.574,0,0.541,Damned If You Do,0.0457,184.85986,104.116,0.406,4,0.909,4uCLEhO25ob88IX91fClnk,0.529
464,0.159,1,22050,Alice Cooper,0.333,307.22667,307227,0.18571,0.529,0.00416,5,0.404,0.499,-7.716,1,0.526,Dead Babies,0.0352,303.50222,151.035,0.075,4,0.451,1nwkxjOS104dWwNgrhYkEo,0.424
465,0.2,1,22050,Alice Cooper,0.533,196.8,196800,0.2141,0.906,0.0015,5,0.619,0.493,-7.547,1,0.608,Department Of Youth,0.0381,185.81188,121.669,0.845,4,1.0,3kzmI3qZbtBKcVfiUyT2xI,0.638
466,0.323,1,22050,Alice Cooper,0.685,186.46667,186467,0.31678,0.61,0.0,0,0.084,0.102,-5.221,0,0.319,Desperado,0.0439,182.47401,94.384,0.151,3,1.0,6KFaHC9G178beAp7P0Vi5S,0.323
467,0.433,1,22050,Alice Cooper,0.545,215.46667,215467,0.36635,0.525,0.0,9,0.298,0.464,-9.581,1,0.4,Devil's Food,0.417,215.46666,119.752,0.02,3,0.722,7IpveE0N37BAsRTQ1P6xRZ,0.307
468,0.369,1,22050,Alice Cooper,0.529,256.24,256240,0.18023,0.635,1.02e-05,0,0.604,0.113,-12.548,1,0.643,Didn't We Meet,0.0484,248.14585,137.633,0.745,4,0.98,2aZVw81ykj30QTZbKzSONx,0.38
469,0.111,1,22050,Alice Cooper,0.586,260.25333,260253,0.0,0.525,0.0,1,0.305,0.134,-7.163,0,0.511,Die For You,0.0615,245.03438,133.629,0.104,4,1.0,2Ch7LmS7r2Gy2kc64wv3Bz,0.508
470,0.00161,1,22050,Alice Cooper,0.854,199.99542,199995,0.12159,0.619,0.0,2,0.78,0.201,-4.603,1,0.677,Dirty Diamonds,0.0641,189.678,130.01,0.772,4,1.0,506QmzLqTwW2OKcJZNJBAx,0.0643
471,1.53e-05,1,22050,Alice Cooper,0.331,198.88,198880,0.4063,0.913,0.0225,5,0.585,0.131,-2.929,1,0.308,Disgraceland,0.0367,187.68109,207.838,0.249,4,1.0,2x4F1O1fGO6yj860N2Or0N,0.818
472,0.423,1,22050,Alice Cooper,0.277,207.78667,207787,2.24073,0.394,0.0,8,0.504,0.0952,-8.903,1,0.666,Enough's Enough,0.0336,188.76662,86.777,0.0,3,0.181,0Gl5s8IhMmQE5YQwM8Qx1J,0.227
473,0.194,1,22050,Alice Cooper,0.768,181.49333,181493,0.0,0.881,0.000392,7,0.758,0.298,-10.452,1,0.548,For Britain Only,0.0393,163.99673,126.527,1.0,4,0.712,5Mctn05EgJ42AqVTHKngRc,0.802
474,0.188,1,22050,Alice Cooper,0.773,224.84,224840,0.08363,0.464,0.943,5,0.192,0.11,-9.922,0,0.478,Gail,0.0311,212.59029,97.465,0.977,4,0.992,2dYkPKqJHjz9GIQ33grJaN,0.851
475,0.0192,1,22050,Alice Cooper,0.862,254.24,254240,0.56544,0.624,0.000153,3,0.386,0.0465,-11.63,1,0.491,Give It Up,0.0565,243.31029,124.896,0.734,4,1.0,3yDhZq8f17SmumVmEyCaRN,0.882
476,0.008,1,22050,Alice Cooper,0.507,214.53333,214533,0.24558,0.928,9.34e-06,7,0.407,0.726,-9.638,1,0.554,Give The Radio Back,0.0608,192.14512,135.662,0.858,4,0.993,0AZp7HHrmTBzIc3GbcPMvl,0.383
477,0.244,1,22050,Alice Cooper,0.384,149.4,149400,3.82549,0.828,0.0,6,0.712,0.21,-13.097,0,0.54,Goin' To The River,0.0435,141.2702,198.089,0.22,4,1.0,6bISgHL3XGQGJxxkSZsjmd,0.609
478,0.365,1,22050,Alice Cooper,0.636,235.98667,235987,0.0,0.566,0.000353,6,0.388,0.0917,-7.16,0,0.465,Headlines,0.106,227.54975,151.894,0.261,4,0.967,6LxSe8YmdPxy095Ux6znaQ,0.425
479,0.0262,1,22050,Alice Cooper,0.651,164.88,164880,0.1859,0.835,0.00685,6,0.185,0.056,-4.311,0,0.0,He's Back,0.0649,158.4878,98.411,0.69,4,1.0,0sSdFMuYrn3N9moumV466B,0.692
480,0.834,1,22050,Alice Cooper,0.538,246.01333,246013,0.0,0.2,0.0,6,0.414,0.0939,-12.087,1,0.59,I Better Be Good,0.0364,237.11057,133.031,0.407,4,0.941,0fhtqgvVbvncSlRkXQO1kX,0.421
481,0.506,1,22050,Alice Cooper,0.829,217.74422,217744,0.0,0.532,0.0,0,0.287,0.115,-10.651,0,0.367,I Just Wanna Be God,0.287,213.56553,122.77,0.312,4,0.991,7McwrCFcn12Skfbugp8B4z,0.58
482,0.000858,1,22050,Alice Cooper,0.511,203.68,203680,0.2556,0.718,3.73e-05,4,0.128,0.0917,-6.795,0,0.0,I Like Girls,0.118,200.88744,167.722,0.148,4,1.0,4qE2iDO78w5uHs03R8V7FQ,0.291
483,0.00199,1,22050,Alice Cooper,0.744,202.32,202320,0.19152,0.827,0.554,11,0.514,0.774,-6.779,0,0.582,I Love America,0.0564,195.04181,126.952,0.854,4,0.978,5gfzBDXhZgGBmfEDRAbbvi,0.49
484,0.31,1,22050,Alice Cooper,0.716,211.1278,211128,0.0,0.812,0.0,7,0.007,0.551,-5.233,1,0.349,I Miss You,0.344,208.25397,133.047,0.717,4,1.0,1nMYtxDrONcoGnKRvxTwPv,0.385
485,0.504,1,22050,Alice Cooper,0.383,273.06667,273067,0.33388,0.326,0.00199,9,0.392,0.193,-15.45,0,0.493,I Never Wrote Those Songs,0.0346,257.54993,103.211,0.19,4,0.956,0vmnyJr0WkFmDI6ndmmyjz,0.111
486,0.00813,1,22050,Alice Cooper,0.565,285.92,285920,1.0278,0.877,0.00251,5,0.672,0.26,-4.561,0,0.531,I'm Alive,0.0614,283.35891,118.484,0.845,4,0.902,1z4xjDLLWJgG48Bn8OCxZv,0.389
487,0.016,1,22050,Alice Cooper,0.445,280.22667,280227,2.22331,0.762,0.0382,2,0.528,0.112,-10.398,1,0.689,It's Much Too Late,0.0719,268.49814,146.145,0.827,4,1.0,7pE573alZ5ZaipWfa2khKc,0.637
488,0.34,1,22050,Alice Cooper,0.568,179.6,179600,2.88508,0.642,0.0,10,0.422,0.171,-6.495,1,0.437,Killer,0.0447,171.16009,117.305,0.46,4,0.994,7GqWnsKhMtEW0nzki5o0d8,0.604
489,0.369,1,22050,Alice Cooper,0.613,306.57333,306573,0.32508,0.317,0.000288,10,0.438,0.0775,-16.102,0,0.337,Lace And Whiskey,0.0293,295.86866,113.124,0.837,4,1.0,5k68ZFktJA3JlRfenOJA9y,0.473
490,0.0306,1,22050,Alice Cooper,0.443,251.32,251320,0.07519,0.756,0.00121,5,0.704,0.33,-9.216,1,0.623,Love's A Loaded Gun,0.0443,242.34667,83.797,0.159,4,0.741,5QmdEOQ8odJ0rEzRMepRpi,0.346
491,0.0,1,22050,Alice Cooper,0.0,73.88676,73887,0.0,2.01e-05,0.0,5,0.474,0.0,-15.776,1,0.509,Lullaby,0.0,73.88676,0.0,0.0,0,0.0,67iF3DdebmElASIGoebYt1,0.0
492,0.395,1,22050,Alice Cooper,0.562,252.6,252600,0.0,0.23,1.42e-05,11,0.429,0.0884,-17.419,0,0.656,Millie And Billie,0.0391,242.10866,121.535,0.23,4,0.992,75u9NjEtfWNvqSHK9QOJML,0.2
493,0.0843,1,22050,Alice Cooper,0.445,135.77306,135773,1.05152,0.823,1.46e-05,4,0.525,0.509,-10.702,1,0.631,Nuclear Infected,0.0644,135.77306,177.543,0.343,4,0.726,0q5OtRXhpxj10Mp892BM4r,0.819
494,0.711,1,22050,Alice Cooper,0.689,212.9922,212992,0.0,0.394,0.000905,2,0.499,0.0859,-10.102,0,0.51,Poison,0.065,187.61143,117.489,0.45,3,1.0,5NijSs5dAwaIybq1GaRTIe,0.382
495,0.0277,1,22050,Alice Cooper,0.399,121.33333,121333,4.33633,0.811,0.0,10,0.434,0.87,-12.445,0,0.477,Refrigerator Heaven,0.206,121.33334,124.033,0.51,4,0.99,03Uz7MChe5y0ZXXx6AII7k,0.494
496,0.149,1,22050,Alice Cooper,0.457,125.13333,125133,0.0,0.83,0.0215,7,0.199,0.32,-13.26,1,0.0,Remarkably Insincere,0.0799,114.66014,185.826,0.333,4,0.994,1xVxyrhbP9egY2ablBdY1e,0.757
497,0.0443,1,22050,Alice In Chains,0.325,287.8,287800,0.0,0.937,0.0,8,0.571,0.0442,-6.295,1,0.352,Angry Chair,0.085,273.44399,106.989,0.497,4,0.418,5jCp5VtcpUlHtW8Dwlx13Y,0.158
498,0.00647,1,22050,Alice In Chains,0.427,189.36,189360,0.09224,0.913,0.0,6,0.648,0.471,-5.545,0,0.579,Dam That River,0.0806,185.52744,124.421,0.822,4,1.0,22Ntyke0ZDZy2Uuf8BEDkU,0.47
499,0.0416,1,22050,Alice In Chains,0.341,255.6,255600,0.18585,0.674,5.47e-06,2,0.484,0.345,-7.643,1,0.458,Fat Girls,0.0492,255.60001,88.933,0.049,4,0.878,4igIYHF3B5VBxEafHauVo3,0.452
500,0.0138,1,22050,Alice In Chains,0.515,230.73333,230733,0.08177,0.928,0.0,10,0.36,0.107,-6.392,0,0.435,God Smack,0.0694,226.5571,124.057,0.744,4,0.998,1klrDyGRsCBPofZdqdaZp6,0.389
501,0.000204,1,22050,Alice In Chains,0.7,237.73306,237733,0.55723,0.538,0.0,1,0.823,0.105,-5.952,1,0.69,Grind,0.045,232.00218,136.518,0.674,4,1.0,3B7i9OKRRmIsSBHEbJz58Y,0.189
502,0.0275,1,22050,Alice In Chains,0.852,284.82667,284827,0.23206,0.719,0.0,9,0.467,0.0884,-7.999,0,0.466,Heaven N' Hell,0.385,273.07247,86.022,0.2,4,1.0,4qRynBY0uPkLapIKDUqdNM,0.811
503,0.412,1,22050,Alice In Chains,0.834,244.74667,244747,0.09814,0.472,6.76e-05,5,0.681,0.0836,-7.777,0,0.681,Love Song,0.0873,232.2576,107.014,0.792,4,1.0,52Qu0no0NBho3zyRmjlsHn,0.517
504,0.0224,1,22050,Alice In Chains,0.827,152.86218,152862,0.19166,0.658,0.0,6,0.662,0.0417,-3.846,1,0.401,No Excuses,0.0517,148.68317,115.016,0.854,4,1.0,7fCNUWi6uflDTQ08srxMZk,0.523
505,0.131,1,22050,Alice In Chains,0.707,243.93442,243934,0.0,0.813,0.000264,0,0.422,0.0982,-5.278,1,0.585,Over The Edge,0.0517,234.02231,121.909,0.821,4,0.919,5PfVzDU0u2ozK5si1gr0hq,0.247
506,5.51e-05,1,22050,Alice In Chains,0.386,338.46667,338467,0.10336,0.845,0.164,10,0.723,0.0828,-5.193,0,0.745,Private Hell,0.0333,329.81043,103.926,0.318,4,0.859,5dndBL5i7RAr4CNVjxeX0V,0.353
507,0.0367,1,22050,Alice In Chains,0.57,203.37333,203373,1.03324,0.621,0.0,7,0.472,0.0679,-4.189,1,0.608,Put You Down,0.0254,199.80771,159.932,0.187,4,0.973,1hc31O4qhv2tnSnW1290KC,0.693
508,0.544,1,22050,Alice In Chains,0.393,181.71524,181715,0.0,0.596,0.0169,9,0.811,0.154,-7.401,0,0.682,Queen Of The Rodeo,0.0273,171.53741,76.998,0.056,4,1.0,0QbVHMdkKg1sUJnnCfqMXQ,0.265
509,0.00499,1,22050,Alice In Chains,0.668,243.17333,243173,0.26717,0.508,0.0,7,0.665,0.318,-7.502,0,0.692,Real Thing,0.356,239.79828,160.225,0.052,4,1.0,5XOmSGj94D3jHvFwxOjzVD,0.371
510,0.0307,1,22050,Alice In Chains,0.269,374.33333,374333,0.11093,0.551,0.000619,10,0.0,0.118,-8.456,0,0.232,Rooster,0.0274,361.99909,144.408,0.22,3,0.359,0wvIGFIgbyz4JNwQhZgTv2,0.202
511,0.214,1,22050,Alice In Chains,0.311,418.46667,418467,0.07683,0.637,0.112,3,0.177,0.0619,-8.595,0,0.296,Rotten Apple,0.0369,397.18893,147.627,0.248,4,0.866,7Fm3NhbAYHvTQUhboim9FB,0.423
512,0.708,1,22050,Alice In Chains,0.431,168.86667,168867,0.34694,0.379,1.74e-05,5,0.801,0.181,-9.59,0,1.0,Sealed With A Kiss,0.0262,162.441,86.172,0.032,4,0.892,2W5UG7uGle3SlZiyzEGxls,0.665
513,0.000838,1,22050,Alice In Chains,0.315,335.93333,335933,0.18095,0.597,0.0223,8,0.715,0.119,-7.962,1,0.504,Shame In You,0.0271,327.26785,140.834,0.386,4,0.867,5g1gAVk9YsWjJHBya5zM77,0.183
514,0.00743,1,22050,Alice In Chains,0.287,329.4,329400,0.11533,0.912,0.00069,1,0.318,0.0871,-5.553,1,0.408,Sickman,0.0942,319.04798,138.871,0.054,3,0.498,5EnYdTx0BWhWM5YDcPkGAa,0.274
515,0.00552,1,22050,Alice In Chains,0.745,237.24,237240,0.16172,0.346,0.0,1,0.595,0.0881,-7.709,1,0.529,Stay,0.331,233.47664,203.911,0.447,4,0.911,0ZNrc4kNeQYD9koZ3KvCsy,0.112
516,0.0116,1,22050,Alice In Chains,0.596,238.73333,238733,0.34562,0.869,0.173,10,0.294,0.0678,-11.97,1,0.5,Sunshine,0.037,220.35156,109.902,0.838,4,1.0,05wIrZSwuaVWhcv5FfqeH0,0.944
517,0.0438,1,22050,Alice In Chains,0.427,244.37333,244373,2.83864,0.759,0.106,5,0.549,0.352,-8.045,1,0.488,Swing On This,0.041,231.03274,129.395,0.453,4,1.0,2Gw3Xa08XleghwGUmNcPLK,0.452
518,0.0565,1,22050,Alice In Chains,0.78,236.82667,236827,0.0,0.69,8.19e-05,1,0.563,0.0716,-4.958,0,0.538,Whatcha Gonna Do,0.0445,234.67828,98.002,0.472,4,1.0,1ak0S3NhwWrUgNlQhJ1412,0.341
519,0.773,1,22050,Alison Krauss,0.477,250.44,250440,0.20707,0.0583,0.00289,4,0.502,0.0829,-16.441,0,0.425,But You Know I Love You,0.0367,237.52853,106.287,0.506,4,1.0,0ivI6CSpXOFIRsbL1X6gER,0.0387
520,0.847,1,22050,Alison Krauss,0.28,219.66667,219667,0.20884,0.111,1.16e-06,8,0.972,0.123,-11.628,1,0.958,Dimming Of The Day,0.0338,207.92889,178.376,0.077,4,0.249,7nLqUKWvdM2UaIJYuO4J1m,0.289
521,0.771,1,22050,Alison Krauss,0.432,252.53333,252533,0.0,0.0865,0.000742,5,0.928,0.64,-18.936,1,0.72,Dreaming My Dreams With You,0.0359,247.40281,70.786,0.301,4,0.673,2FLP9NvxdZ4fusz1vvgLmg,0.282
522,0.716,1,22050,Alison Krauss,0.509,199.24,199240,0.13991,0.626,1.15e-06,10,0.296,0.673,-10.167,1,0.38,Faraway Land,0.0446,188.59828,118.809,0.703,4,1.0,3Asrs6jHTjKCYoVmQ30NHB,0.526
523,0.281,1,22050,Alison Krauss,0.644,219.72,219720,0.0761,0.58,0.0,11,0.604,0.0652,-6.819,1,0.737,Foolish Heart,0.0226,207.04653,96.475,0.592,4,1.0,4mxkQkZSX1BWgIYh5Q2Jt9,0.591
524,0.768,1,22050,Alison Krauss,0.452,377.42667,377427,2.33361,0.387,0.000157,9,0.848,0.0913,-10.642,1,0.715,Fortune Teller,0.0297,357.79628,126.974,0.663,4,0.919,7c0rvwBxKBFuUGgxSOjTaY,0.15
525,0.848,1,22050,Alison Krauss,0.0598,244.4127,244413,0.0,1.0,0.354,7,0.772,0.945,-20.653,1,0.781,Gentle River,0.059,244.4127,65.806,0.031,5,1.0,6nOE7ef8QDf4Nyxh2rGMaQ,1e-05
526,0.731,1,22050,Alison Krauss,0.764,245.82667,245827,0.46925,0.326,0.0013,7,0.753,0.24,-9.883,1,0.575,Gravity,0.0342,227.54975,123.98,0.056,3,1.0,3SktMqZmo3M9zbB7oKMIF7,0.237
527,0.407,1,22050,Alison Krauss,0.425,242.74998,242750,0.16984,0.596,0.0,2,0.415,0.147,-5.909,1,0.585,Here Comes Goodbye,0.0356,232.82649,145.977,0.267,4,0.916,5YSW99IUAIiAj243jF7PBO,0.214
528,0.944,1,22050,Alison Krauss,0.327,174.56,174560,0.08916,0.09,0.00024,0,0.756,0.111,-12.776,1,0.695,I Can Let Go Now,0.0345,163.99673,134.287,0.207,4,0.654,37Ru0o5oYVmyIOd181FGhv,0.294
529,0.975,1,22050,Alison Krauss,0.453,169.56,169560,0.37982,0.0593,0.0,9,0.571,0.108,-15.627,1,0.671,If I Give My Heart,0.045,166.75991,77.499,0.134,4,0.69,3EuT9Db7LX4no2y4XTUc53,0.362
530,0.885,1,22050,Alison Krauss,0.616,205.6,205600,0.26086,0.231,0.000432,10,0.609,0.138,-12.925,1,0.577,In The Palm Of Your Hand,0.0293,195.77324,110.866,0.575,4,0.899,1Hep331NY8WFi77KDpEKhq,0.327
531,2.48e-05,1,22050,Alison Krauss,0.51,225.96431,225964,0.0,0.993,3.87e-05,4,0.348,0.369,-4.202,1,0.353,It Doesn't Matter,0.11,222.55746,139.988,0.826,4,0.947,1KkgRrcHs2EfVzLtcCrWXI,0.238
532,0.00385,1,22050,Alison Krauss,0.705,182.13333,182133,0.20308,0.761,0.0,0,0.704,0.186,-4.579,1,0.648,It's Over,0.0298,176.50649,99.986,0.61,4,1.0,446Jufq5oOCwOSXbkqq5yD,0.819
533,0.96,1,22050,Alison Krauss,0.441,230.2,230200,0.42549,0.0681,0.000608,3,0.992,0.0775,-22.794,1,0.752,Jesus Help Me To Stand,0.0361,205.01478,136.515,0.216,3,1.0,5XbJGvZCVXt5pg7YiNiuAr,0.345
534,0.00719,1,22050,Alison Krauss,0.564,160.99125,160991,0.08127,0.904,0.0,7,0.601,0.528,-3.808,1,0.644,Jubilee,0.0582,160.99124,124.102,0.74,4,0.994,2BgunkkepMPFpArQj1Dx5s,0.637
535,0.618,1,22050,Alison Krauss,0.519,255.82667,255827,0.0,0.438,0.513,2,0.804,0.171,-11.58,1,0.407,Killing The Blues,0.0256,242.81107,74.561,0.166,4,0.98,3KIoiyLwNxqHMfmlPFgDEG,0.376
536,0.564,1,22050,Alison Krauss,0.52,299.12,299120,0.65587,0.25,0.000766,5,0.74,0.0839,-12.324,1,0.679,Lay Down Beside Me,0.0244,281.43746,74.782,0.216,3,1.0,4H5mY5OeUGWaidigLLPeoE,0.238
537,0.878,1,22050,Alison Krauss,0.561,232.18667,232187,0.11084,0.341,0.00108,4,0.654,0.117,-14.566,1,0.596,Lay My Burden Down,0.0318,221.80862,91.984,0.403,4,0.982,2Hj0RTHZRRe1pebQnBtQkr,0.42
538,0.0842,1,22050,Alison Krauss,0.414,156.2761,156276,0.79528,0.783,0.0589,4,0.301,0.346,-6.844,1,0.393,Lie Awake,0.0353,147.80662,137.138,0.536,4,0.979,6XQYbIDUUBEmujc3LJszyT,0.644
539,0.87,1,22050,Alison Krauss,0.584,247.73333,247733,0.22576,0.136,4.73e-05,0,0.431,0.195,-18.018,0,0.507,Lord Don't Forsake Me,0.0322,241.1044,131.558,0.723,4,1.0,6r5SFuEAArjAHQGHkqiBRn,0.573
540,0.0315,1,22050,Alison Krauss,0.708,240.13333,240133,8.31274,0.515,0.0,4,0.556,0.132,-7.588,1,0.475,Lucky One,0.0364,227.81098,117.92,0.729,4,0.984,2wtHlpYSgC7xEdD3DrSHNL,0.521
541,0.799,1,22050,Alison Krauss,0.583,189.48549,189485,0.40077,0.479,0.0,4,0.582,0.115,-7.601,1,0.588,Maybe,0.0328,180.58739,169.95,0.306,4,1.0,7Erj78ODNzUx71KQ9q8aUL,0.462
542,0.838,1,22050,Alison Krauss,0.323,289.33224,289332,0.07542,0.451,0.0,7,0.478,0.12,-7.358,1,0.574,On The Borderline,0.028,284.69406,144.538,0.05,4,0.941,28dYsA8DrhfSiTSHtL5Spc,0.451
